start_osm_way_id,end_osm_way_id,t_type
333922766,131052512,7
120478695,120478695,0
120478695,130908059,7
120478696,120478696,0
333922766,26572919,7
333922766,333922766,0
298814317,347003330,7
298814317,298814317,0
29961164,47471725,0
29961164,70948803,3
6056371,70948801,7
6056371,6056371,0
298814311,50799606,3
298814311,298814311,0
130927091,50710189,3
130927091,112601548,1
6057581,308739814,0
6057581,131520206,6
45838762,6062201,3
45838762,45838762,0
117315789,97695773,3
117315789,131520240,0
6056723,117315789,3
50795344,97695773,3
50795344,50795344,0
6056734,6056057,3
6056757,6056757,0
6056757,130889762,7
6061462,203022890,3
6056757,6056757,0
6056757,131052528,3
6056757,6056757,0
6056757,6062982,3
131052528,131052528,0
131052528,6057069,3
6056757,6056757,0
6056757,131240450,3
6062982,203022890,3
6062982,130889763,0
6056757,6056757,0
6056757,6062590,3
131240450,50502378,3
6056757,130889748,3
6062590,50502378,3
130889748,130889748,0
130889748,50502378,3
130714951,130714951,0
6056826,130714951,2
50515734,50515734,0
50515734,6059020,2
50515732,6052713,8
50515732,50515732,0
50515734,29964834,4
6059020,29964834,3
6060846,356370371,3
271115526,50795348,2
6061169,6056078,3
6061169,6061169,0
234706403,131240446,8
234706403,234706403,0
6057902,131240384,3
6057902,6057902,0
234706403,6061169,4
234706403,234706403,0
234706403,131240397,2
234706403,234706403,0
131240439,131240439,0
131240439,234706405,6
234706403,130927079,8
234706403,234706403,0
168145551,130927079,7
234706403,234706403,0
234706403,168145551,2
130927085,130927085,0
130927085,131240403,7
6057996,131240403,7
6057996,6057996,0
234706403,234706403,0
234706403,130927085,4
117315789,117315789,0
6056972,50795344,7
6056972,131240406,0
50795344,6056723,7
50795344,50795344,0
131240406,29961219,3
131240406,131240406,0
131240406,131240406,0
131240406,29961210,7
6058679,97695773,3
6058679,6058679,0
131240406,50519366,3
131240406,131240406,0
29961210,97695773,3
29961210,131052519,0
131240406,131240406,0
131240406,6057917,7
6061169,130927020,3
131240406,6060678,3
131240406,131240406,0
6057917,130927022,3
6057917,130927106,0
6060678,131240439,0
6060678,135146241,3
131240406,130927079,3
131240406,131240406,0
131240406,6057996,7
131240406,131240406,0
130927085,130927085,0
130927085,130788153,3
6057996,130788132,4
131240406,130788132,2
6060851,130927091,1
6056988,6056988,0
6056988,6054322,3
6056988,6056988,0
6057027,6057027,0
6057027,334626741,7
6059537,203022888,3
6059537,203022903,0
6062810,6062810,0
6062810,243345570,7
87036501,87036501,0
87036501,334551147,7
6057052,296237534,3
6057052,87036501,0
121980358,121980358,0
121980358,49085209,3
6057052,6057052,0
296775341,296754250,1
6057078,6057078,0
6057078,6062590,3
131052539,131052539,0
131052539,203022895,4
6057078,6057457,3
6062590,6062590,0
6062590,130285141,8
6057457,29964833,0
6057457,203022895,4
6057084,6057084,0
6057084,6062982,3
131052528,131052528,0
131052528,6256526,7
6057084,130285141,2
6062982,6062982,0
6062982,6256526,7
50473176,50473176,0
130908030,130908030,0
130908030,193002132,3
130908030,130908030,0
130908030,265978220,7
193002132,6058982,3
193002132,193002132,0
131052330,131052330,0
131052330,130889762,7
6061461,6061051,7
131052330,131052534,3
130889762,130889762,0
130889762,130285141,4
131052534,6057084,7
131052534,131052528,0
6057092,203022895,2
6716410,6062982,0
6716410,203022895,4
131052539,6057078,7
131052539,131052539,0
6057092,6057092,0
6057092,6716410,7
27874570,6062590,3
27874570,27874570,0
131520273,6061869,7
131520273,131520273,0
6059017,6059017,0
6059017,6062650,7
323489837,346876727,0
323489837,6061538,3
6059970,296384738,0
6059970,35600666,7
51857282,346876729,0
26605624,346876746,3
26605624,346876744,1
130788132,6053545,1
130285133,6056363,1
130285133,130889756,3
296338555,50511187,7
296338555,296345143,0
50511184,50511185,0
297296751,202992522,0
297296751,202992519,3
6057192,202992520,2
297380211,297380211,0
297380211,202992520,4
202992522,345265328,7
202992522,202992522,0
202992519,47916246,0
202992519,202992520,3
202992524,252140542,7
29961183,29961183,0
29961183,297382769,7
292148139,202992520,6
292148140,292148140,0
292148140,296355738,7
50799230,50799230,0
50799230,50524889,3
126303355,347003228,0
126303355,347003227,3
70948801,352412076,3
70948801,70948801,0
70948801,108060074,8
347003228,347003229,0
347003228,203119342,3
347003227,49999716,4
347003227,47920785,3
347003227,347003226,0
345633934,345633934,0
6060903,6060903,0
6060903,49999717,3
345633934,345633934,0
345633934,130889761,7
130889757,130889757,0
130889757,354436361,3
345633934,345633934,0
345633934,130908290,3
130889761,130889761,0
130889761,6056069,7
130889761,130285140,4
367694949,117315789,0
6057257,6057257,0
6057257,50795344,7
6057257,29961219,3
6057257,6057257,0
50795344,131240403,7
50795344,50795344,0
6057257,131520066,0
6057257,29961210,7
6058679,6058679,0
131520066,131240446,3
131520066,131520066,0
29961210,29961210,0
29961210,274369006,7
6061169,131240403,7
6061169,6061169,0
131520066,131520066,0
131520066,6060767,7
131520066,131520066,0
131520066,6057902,7
6060767,131240403,7
131520066,131240439,3
131520066,131520066,0
6057902,131240403,7
131240439,131240439,0
131520066,130927079,3
234706407,6055521,7
234706407,234706407,0
6057996,6057996,0
6057996,234706405,2
367694949,6053391,5
367694949,367694949,0
50795344,29961684,3
50795344,50795344,0
6057310,29964829,3
6057310,367694949,6
6057312,29964831,3
229105895,29964831,2
229105896,50519365,4
229105896,229105896,0
6061169,50519365,3
6061169,6061169,0
6057902,50519365,3
6057902,6057902,0
229105896,229105896,0
229105896,6061169,2
229105896,229105896,0
131240439,367694955,7
131240439,6062590,1
97695773,130927020,0
6057338,130927101,4
6057338,130927102,8
130927101,130927020,7
130927102,131520118,3
130927102,130927102,0
135149423,130927064,7
130927064,130927101,8
130927064,130927102,4
130927107,131520118,3
130927107,130927107,0
130927064,130927064,0
29961210,131240403,7
29961210,29961210,0
6057346,131240446,3
6057381,35600668,3
131052333,131052335,0
131052333,203023774,7
347004690,347004690,0
203023774,296237525,0
6057407,237100953,7
6061639,6716410,3
6061639,6061639,0
237100953,237100955,8
237100953,237100953,0
237100956,237100956,0
237100956,335099039,7
237100955,237100955,0
237100955,237100953,2
131052528,6056757,7
131052528,131052528,0
6256526,6062982,3
6256526,6256526,0
131052528,131052528,0
131052528,130889741,7
203022890,203022890,0
203022890,385163475,3
6057417,6057417,0
6057417,50431292,7
130772943,130772943,0
130772943,296971737,3
130908289,6054895,7
130908289,130908289,0
50797098,130889761,3
50797098,50797098,0
352412106,352412110,0
352412106,50429928,2
130908290,130908290,0
130908290,323742930,7
130802362,130802362,0
130802362,130889759,3
6061305,131076093,3
6061305,6061305,0
6057450,6061639,3
6061639,29964830,3
6061639,6061639,0
6254095,6054631,7
6254095,6057457,0
6057457,6057457,0
6057457,6057457,0
6057457,6057457,0
130889748,203009033,0
50502378,50502378,0
6060851,6060851,0
347003330,347003330,0
347003330,298814317,3
70948801,131076063,7
70948801,70948801,0
347003330,347003328,0
347003330,347003327,3
298814317,131076063,7
298814317,130889749,0
296352768,296352766,8
296352769,296352769,0
296352769,296352766,7
50797098,130285153,7
130889756,6054895,7
130889756,130889757,0
130889761,130889760,0
130889761,203119341,3
50797098,50797098,0
50797098,130889756,7
50524889,50524889,0
50524889,6054895,7
50797098,50797098,0
50797098,272966126,3
308739814,308739814,0
131520206,131520206,0
131520206,130788155,3
308739814,308739814,0
308739814,130788195,6
308739814,308739814,0
308739814,298683998,7
130788207,6061083,3
130788207,130788207,0
352831076,6061083,3
352831076,352831076,0
48018661,48018661,1
48018661,48018660,3
6061232,50519365,3
6061232,6061232,0
6057639,131240446,3
29961210,131520066,3
29961210,29961210,0
296384738,296384738,0
296384738,296756720,3
6057751,126303368,0
6057751,345632497,7
126303368,126303368,0
131052420,49085256,3
40338934,87036501,3
340689794,296237534,7
130802379,379782126,0
130802379,379782120,3
6057812,131076097,3
297444238,131076063,3
297444238,297444238,0
6057813,297380211,3
297380211,274292550,3
297380211,297380211,0
367694955,367694955,0
367694955,6062590,3
6057902,6057902,0
6057902,6059017,3
6060906,6060906,0
6060906,6061639,7
6057902,6057902,0
6057902,229105896,8
6059017,229105896,6
130927022,6060678,3
130927022,130927022,0
130927106,6058721,3
130927106,130927106,0
6058721,6058721,0
130927106,130927107,0
130927106,130927064,6
131520118,366731347,4
131520118,6052985,1
130927107,130788136,4
130788136,366731347,4
130788136,130788132,0
6672155,6672155,0
130715044,6056826,6
130715044,50515734,2
130715044,50515732,0
6062713,130714951,0
6062038,29964834,3
6057996,234706407,3
6057996,6057996,0
6057996,6057996,0
203119343,50429923,2
203119343,352412106,0
130889761,130889761,0
130889761,354436361,7
130802362,130802360,0
130889759,130889759,0
130889759,323742930,3
6062810,202975562,0
6062810,130908084,3
6058108,6058108,0
6058108,334554804,7
6061462,6056757,7
6061462,6061462,0
6256526,6256526,0
6256526,130889762,7
6256526,131052528,3
6256526,6256526,0
6061891,6059870,3
6061891,6061891,0
6062982,6056757,7
6062982,6062982,0
6256526,6256526,0
6256526,131052542,3
6256526,131240400,0
6256526,6062590,3
131052542,6056757,7
131052542,131240450,0
131240400,130285141,2
6062590,6056757,7
6062590,6062590,0
50473187,50507958,0
50473187,219593344,3
6062974,6062974,0
6062974,6055174,3
50507958,6051497,8
50507958,50507958,0
50507958,193002132,3
6051762,6061254,1
29961183,29961183,0
6062876,252140542,8
6062876,6062876,0
6062201,131520206,7
6062201,130788155,0
45838762,29961183,0
45838762,6062876,3
47916248,47916248,0
47916249,6057581,3
47916249,45838762,0
297401519,297401519,0
297401519,236002215,7
343234334,343234334,0
343234334,343234334,0
130908179,130908179,0
6061232,130927007,7
6061232,130927085,0
6058296,6056239,7
130908179,130908179,0
130908179,297401523,3
354079210,347003228,7
354079210,347003227,0
354079209,354079209,0
354079209,298814315,6
49999716,49999716,0
47920785,50429906,2
47920785,352412073,0
347003226,347003226,0
347003226,108060074,7
353283535,200019461,0
353283535,130788204,7
347003226,352831076,0
347003226,48018661,8
6061083,6061083,0
6061083,130788207,7
352831076,352831076,0
352831076,352831076,0
352831076,296090800,7
297401521,48018642,4
352831076,130908179,3
352831076,130889750,0
130908179,130908179,0
130908179,130788207,7
130889750,50008485,0
367694955,367694955,0
367694955,6060600,7
6058672,6058672,0
6058672,6059017,3
6061456,6061456,0
6061456,6061639,7
6058672,50519365,3
6058672,6058672,0
6059017,6060600,7
6059017,6059017,0
97695773,97695773,0
97695773,131052519,7
6058679,131520118,3
6058679,6058679,0
131520118,131520118,0
131520118,131052519,7
6058679,6058679,0
6058679,131052414,3
6058679,112601555,3
131052414,131052519,7
131052414,131052414,0
112601555,112601555,0
6060678,135149473,7
6060678,6060678,0
353283535,353283535,0
353283535,215307084,3
6058840,6054323,1
296755159,296794684,0
130908178,130908178,0
130908178,130285144,6
130285143,130285143,0
130285143,51369530,1
130908178,29964857,0
130908178,130889762,8
130908178,6061864,6
130285144,6061864,8
130285144,130285144,0
29964857,29964857,0
29964857,169669979,4
130889762,6061305,3
130889762,130889762,0
6061864,6061864,0
29964857,237100956,4
29964857,237100955,0
169669979,6055914,7
237100955,237100955,0
237100955,6716410,4
237100953,237100953,0
237100953,6716410,3
237100955,237100955,0
237100955,6060906,4
6716410,237100953,7
6716410,6716410,0
237100955,237100955,0
6060906,6060906,0
6060906,237100953,7
237100955,237100955,0
237100955,6062590,4
237100955,6054631,1
237100955,6057457,3
6062590,237100953,7
6062590,6062590,0
6058982,6058982,0
193002132,193002132,0
193002132,6051509,3
6058982,6058982,0
6058982,193002132,8
50507957,50507956,0
50507956,6057087,1
50507956,117313634,3
6061966,6061966,0
6061966,50795342,3
6059017,6059017,0
6059017,372538673,3
6059017,6053871,3
6059017,6055144,7
6059017,6059017,0
6062650,6062650,0
6062650,50519392,3
6060600,50519365,3
6060600,6060600,0
6059017,6055403,7
6059017,6059017,0
6061169,229105896,8
6061169,6061169,0
6059017,6057902,7
6059017,6059017,0
49887645,321477132,0
50524890,321477125,3
50524890,50524890,0
292148140,292148140,0
296355738,296355738,0
292148140,292148140,0
292148140,297296762,2
292148140,131052515,0
292148140,50511237,6
297296762,50511359,4
297296762,50710197,0
131052508,131520273,0
131052508,50511365,7
131052508,50511364,3
155011689,47916247,1
131520273,131520273,0
50511365,125568114,7
50511365,50511365,0
50511364,6054083,3
50511364,50511363,7
6061869,125568114,7
6061869,6061869,0
131520273,131520273,0
131520273,6056239,7
297401856,297401856,0
345633937,345709541,13
6059711,6054046,7
6059711,6059711,0
131462989,6062706,3
131462989,131462989,0
6062706,334626741,7
6062706,334626740,0
131462989,117422848,3
117422848,334626741,7
117422848,117422853,0
50502378,50502378,0
203022890,131052528,7
203022890,203022890,0
130889763,50502442,7
130889763,130889763,0
203022890,203022890,0
385163475,6051437,3
385163475,385163475,0
203022890,131076086,7
203022890,130808352,0
56226936,56226936,0
56226936,6056724,7
6059711,56226937,7
130889757,126303354,3
130889757,130889757,0
297212177,345632497,6
50513891,50513891,0
118656669,203023777,3
6061891,6061891,0
6061891,194540228,7
130788132,130788132,0
6059954,131052494,7
6059954,6061052,1
130908081,130927017,0
296794684,296755162,0
296794684,296755159,0
296755162,202975562,7
296755162,130908084,0
296755159,6058840,3
296755159,296755159,0
202975562,202975562,0
130908084,130908084,0
130908084,40338934,3
130908084,340689794,0
6062206,6062206,0
6062206,131520219,3
6062531,6054345,1
6060076,6062531,1
6061085,6061085,0
6061085,50228568,3
6060414,352831076,3
50710193,50710193,0
50710193,6061087,1
6060493,50519366,3
131052519,131052519,0
367694955,367694955,0
367694955,6055407,7
367694955,6057407,3
6060600,6060600,0
6060600,6059017,3
97695773,50519366,3
97695773,97695773,0
131052519,131520118,3
131052519,131052519,0
131520118,50519366,3
131520118,131520118,0
131052519,6060493,3
131052519,131052519,0
131052519,131052519,0
131052519,131052414,3
131052519,112601555,3
131052414,112601555,2
112601555,112601555,0
130927091,130927091,0
294891243,294891243,0
294891243,50795344,7
294891243,294891243,0
294891243,6053744,3
50795344,6061655,3
50795344,50795344,0
112601555,112601555,0
131520118,131520118,0
131520118,50795344,7
367694955,6254095,3
6062590,237100955,6
6062590,6062590,0
6060678,135149491,7
6060678,6060678,0
130927022,130927022,0
50511185,308745784,0
308745784,308745784,0
50511176,6061087,7
50511176,50511176,0
6061869,6061869,0
50511362,50511362,0
50511362,50511362,0
6062701,6062701,0
6062701,296116122,7
29964828,367694955,0
29964828,6061966,7
6060846,6060846,0
6060846,271115526,2
130927091,130927091,0
130927091,6054329,7
130927091,130927091,0
50710189,6061954,7
112601548,227693466,7
121980352,108060074,7
121980352,121980352,0
354202945,352411913,0
354202945,50429913,2
353283535,203119345,3
353283535,353283535,0
6060906,237100955,6
6060906,6060906,0
6061639,237100955,8
6060906,232824024,7
6060906,6060906,0
237100953,237100953,0
237100953,6062590,3
346876730,6052748,2
346876730,6057163,0
137733536,45976795,4
137733536,24217341,0
137733536,35600666,7
6060937,323489837,1
6060937,6059970,7
296355738,155011691,3
47916246,297296749,1
47916246,297296762,2
297296749,297296770,6
297296749,297296749,0
297296762,292148140,7
297296762,297296762,0
47916247,130788227,3
125568114,47916247,3
50511365,130788227,3
50511365,50511365,0
125568114,125568114,0
125568114,50511365,3
6061869,6061869,0
130908179,131520273,7
130908179,297401856,0
125568114,125568114,0
125568114,6061869,3
6061051,130889762,7
6061051,6061051,0
6062590,6057078,7
6062590,6062590,0
27874570,6057457,3
297401522,297401522,0
297401522,130802361,3
6061083,297400412,0
6061083,236001976,3
6061083,125568108,3
6061083,6061083,0
130788207,297401521,7
130788207,130788207,0
50710193,50710193,0
50710193,50511176,3
6061087,6061087,0
6061087,50511176,3
252140542,252140542,0
252140542,321444901,6
6062876,50799689,0
6062876,6057221,2
131520206,252140542,0
131520206,6062876,3
297401522,308739814,4
297401522,131520206,0
130802361,6052882,0
6061128,297401522,0
6061128,6061083,7
236002212,236002212,0
236002212,236002214,0
362549678,125568108,7
6061128,6061128,0
6061128,236002212,7
6061128,362549678,3
297401521,125568108,7
297401521,297401521,0
130908179,130908179,0
130908179,6054250,3
6061128,6061128,0
6061128,298169245,3
367694955,367694955,0
367694955,6057902,7
367694955,6060906,3
6061169,6061169,0
6061169,6059017,3
6716410,6716410,0
6716410,6061639,7
130927020,130927022,0
130927020,130927106,7
131520118,131520118,0
130927102,130788136,3
130788136,130788136,0
50710193,50710193,0
6061232,6061232,0
130714951,229105896,2
130714951,50515738,7
6062030,6057996,7
130927085,130927085,0
130927085,135149497,3
320597951,320597951,0
130927085,6052473,5
130927085,130788132,3
130788153,130788132,2
50503631,121980282,0
121980282,121980280,0
50505155,50505155,0
50505155,49085295,1
121980358,121980358,0
121980358,296227814,1
121980358,40343528,3
121980358,334548419,0
296227814,40343528,1
6276736,50501877,2
6061305,6061305,0
6061305,130889762,7
6061456,6061864,3
6061305,6061305,0
6061305,156702697,7
130889762,130889762,0
130889762,6059873,3
237100953,6060906,3
237100953,237100953,0
6716410,6716410,0
237100953,6057457,3
6062590,232824024,7
6062590,6062590,0
6061386,6061386,0
6061386,130908179,3
297401519,297401519,0
297401519,352698517,3
6061386,6056239,7
130908179,29961157,7
130908179,130908179,0
321444902,354079210,4
321444902,354079209,0
70948801,126303355,7
70948801,70948801,0
70948801,70948801,0
108060074,50429907,7
108060074,108060074,0
200019461,200019461,0
200019461,130788192,3
130788204,308739814,8
130788204,130788207,0
297401521,297401521,0
297401521,352831076,3
130788207,130908179,3
130788207,130788207,0
130908179,125568108,3
130908179,130908179,0
130788207,6056239,7
6061456,6061305,7
6061456,6061456,0
6061639,6061639,0
6061639,130889762,7
6061864,6061864,0
6061864,130285144,2
131240442,131240442,0
131240442,131240428,7
56226936,56226936,0
56226936,6674712,7
6061461,131052330,7
6061461,6061461,0
6061863,130285143,2
347004689,126303368,3
347004689,345632497,0
6062809,50513891,3
345632497,345632497,0
345632497,6051560,4
6061639,6057407,3
6061639,6061639,0
130889762,367694955,3
130889762,6060600,1
6716410,237100955,6
6716410,6716410,0
6061639,6060906,3
6061639,6061639,0
6061954,112601555,4
6061655,112601555,2
50795344,112601555,4
112601555,29961219,3
112601555,112601555,0
48018642,6063021,2
97695773,97695773,0
97695773,50795344,7
131520240,131520118,3
97695773,29961219,3
97695773,97695773,0
50795344,131520118,3
50795344,50795344,0
347004690,6053281,2
347004690,347004691,3
48018642,48018642,0
6063021,130908179,0
6063021,130889750,7
353283535,353283535,0
353283535,126303361,7
298832235,298832235,0
298832235,267677425,3
112601555,112601555,0
131520118,131520118,0
131520118,6060632,7
119972288,130788221,8
112601555,112601555,0
354202762,352412100,0
354202762,50429926,2
130889758,130889758,0
130889758,323742930,7
50226552,50226552,0
50226552,296360431,7
296355738,296355738,0
296355738,296360430,7
6062590,131240400,7
6062590,6062590,0
130285141,130285141,0
131520118,131520118,0
50795344,294891243,3
50795344,50795344,0
131463021,56226937,7
56226936,56226936,0
56226936,6058376,7
231628320,6672155,2
130714951,6061232,3
130714951,130714951,0
40343528,40343528,0
202975562,51373073,7
50710193,50710193,0
45839048,131052515,3
45839048,50511237,0
6063420,131052508,3
6063420,155011689,0
6062978,6062978,0
6062978,130908303,3
6062971,6055099,1
50519361,6053426,0
50519361,50519360,0
6053426,6057996,3
6053426,50519363,7
50519360,130714932,6
50519360,50519360,0
50505144,50505144,0
121980246,121980246,0
6052388,6052644,0
130802360,353283535,0
130802360,353283534,2
121980337,6053281,1
6053453,296790099,1
6053453,296790098,1
24238023,296377248,3
24238023,24238023,0
49085146,346876674,0
345633937,345633937,0
121980239,121980245,0
121980239,24223005,1
49085254,277075442,1
347004689,347004689,0
130285156,130285156,0
50797098,50797098,0
50797098,229809166,7
6063274,130889684,7
6063274,130889755,0
50431293,6058077,6
50431293,50431292,0
44076676,6061538,2
24238043,296376928,1
346876669,203023777,0
26605693,346876702,0
296384738,296384738,0
296384738,6051771,3
296384738,296384738,0
346876683,117251331,0
26765052,35600666,3
35600666,296384738,3
35600666,35600666,0
49081362,50432623,0
298832235,298832235,0
50795345,50795345,0
50795345,367147288,7
296237532,296237525,0
121980261,131448538,0
39465798,39465798,0
6059974,51373130,7
130927030,130927030,0
130927030,202995098,8
130927030,296860853,3
346876694,296790602,0
131448538,51857281,1
131448538,137733539,0
379685264,379685264,1
56226936,39465798,1
48018635,48018642,3
48018643,48018642,0
48018642,48018642,0
50009632,48018643,2
48018659,48018661,1
6061083,6061083,0
6061083,352831076,7
48018661,48018661,1
48018660,48018659,0
48018660,6061083,0
274368979,333922766,7
296374856,50710197,3
121980361,6057052,2
49085209,121980358,6
49085209,49085209,1
277075441,49085256,7
49085256,347004689,3
6053281,296237532,3
6053281,6051526,0
50428539,50428539,0
50428539,345633935,7
130908289,130908289,0
130908289,50797098,3
130908291,130908291,0
323742888,323742888,0
323742888,108402216,3
6059311,6059311,0
6058797,353283535,4
50799689,321444902,0
6057221,130285122,0
6057221,321444899,3
50008485,130927026,11
321477125,130908291,3
321477125,321477125,0
50202335,6057626,0
118727311,118727311,0
6063225,118727167,7
118727311,50202337,1
118727311,6061530,0
50202337,6053093,1
6061530,118727167,0
6063225,118727311,3
6063225,6063225,0
118727167,118727167,0
26629761,118727311,1
50202341,6063225,1
6056455,130927091,7
50228155,50710190,3
50228155,50228155,1
6060623,130927091,7
50228155,6056455,3
50228155,50228155,1
6061085,354204820,0
6061085,296374855,3
50228568,130772891,1
50228568,50228568,1
50710193,50710193,0
126303354,126303354,0
126303354,130889757,7
347003327,347003229,7
347003327,203119342,0
6062732,130802372,3
50515742,50279568,1
50515742,6055034,8
50279566,50515741,1
50279566,50279566,0
50279566,50279568,2
6057310,6057310,0
50279568,296246873,8
6055034,6055034,0
6055034,331911998,0
45837734,67100190,7
45837734,45837734,0
6054462,130927009,0
6054462,130802363,3
50515741,50279912,7
50515741,50515741,0
50279912,130927009,7
50279912,130802363,1
50515741,50279914,1
50515741,50515741,0
132577565,132577565,0
118727368,118727311,0
118727368,6063225,7
50427082,323491393,2
323491393,6054461,2
118727368,118727368,0
118727368,50427082,3
118727167,6052202,7
118727167,118727167,0
6052202,118727368,7
6052202,50427082,1
118727167,118727167,0
118727167,131240437,7
50428539,50428547,3
50429905,108060074,8
352412039,49999716,2
352412039,47920785,0
352412039,347003226,7
108060074,126303361,3
108060074,108060074,0
50429906,49999716,8
352412073,352412076,0
49999716,50429908,8
49999716,49999716,0
50429907,352412076,7
108060074,347003226,3
108060074,108060074,0
352412076,352412076,0
50429908,352412076,2
49999716,352412076,2
49999716,70948801,8
49999716,108060074,0
352412076,352412076,0
352412076,70948801,7
352412076,108060074,6
50429909,49999718,7
352412083,50429910,3
352412083,352412083,0
49999718,49999718,0
49999718,50429910,3
50429910,49999718,7
50429910,50429910,1
352412083,298815729,0
352412083,126303361,7
49999718,298815729,2
49999718,126303361,8
50429910,347003229,3
347003229,345633934,0
347003229,131448559,3
352411913,130908283,7
352411913,352412093,0
50429913,108060074,8
108060074,215307084,7
108060074,108060074,0
49999717,130908282,4
49999717,298832254,6
50429914,50429914,1
50429914,49999717,7
50429916,50429915,1
50429916,108060074,7
298832254,121980352,3
298832254,354202945,0
108060074,108060074,0
108060074,121980352,3
6060903,121980352,0
6060903,354202945,7
49999717,50429914,3
49999717,49999717,0
108060074,108060074,0
121980352,353283535,3
203119345,130908282,0
203119345,298832254,3
108060074,50429915,3
108060074,108060074,0
6061945,6061945,0
6061945,298832240,0
108060074,6061945,6
108060074,108060074,0
50429917,352411913,5
50429917,50429913,6
49999717,6060903,7
49999717,49999717,0
50429918,352412100,6
354436361,130889757,7
354436361,354436361,0
352412100,352412100,0
352412094,354202762,0
352412094,130889758,3
50429919,354436361,8
354436361,50429921,8
354436361,354436361,0
50429920,353283601,2
323742930,130889758,3
323742930,323742930,0
353283601,352412094,0
50429921,353283601,6
354436361,323742932,3
353283601,353283601,0
50429922,352412106,2
323742930,130908290,3
323742930,323742930,0
352412106,352412106,0
352412106,130908290,3
50429923,323742930,8
352412106,352412106,0
323742930,50429922,8
323742930,323742930,0
352412101,203119343,0
352412101,130889761,7
50429924,354436361,8
354436361,50429918,8
354436361,354436361,0
50429925,352412100,2
323742930,130889759,7
323742930,323742930,0
352412100,352412101,0
352412100,352412100,0
50429926,323742930,8
323742930,50429925,8
323742930,323742930,0
50429927,352412110,6
354436361,130908290,7
354436361,354436361,0
352412110,130908291,7
352412110,352412110,0
50429928,323742888,8
323742888,323742888,0
323742888,282783218,7
50429929,352412106,6
354436361,130889761,3
354436361,354436361,0
352412106,352412106,0
130889757,354202762,7
130889757,130889758,0
354436361,354436361,0
130889758,130802360,3
323742930,323742930,0
130908290,352412106,7
130908290,130908290,0
354436361,50429929,8
354436361,354436361,0
130889761,345633934,3
130889761,130889761,0
354436361,354436361,0
323742888,130908291,7
323742888,323742888,0
282783218,321477125,7
130908290,130802362,3
323742930,323742888,0
130889759,203119343,3
130889759,130889761,0
323742930,323742930,0
50018069,321477125,8
323742888,323742888,0
323742888,50524890,3
321477125,321477125,0
50524890,323742888,7
50524890,50524890,0
323742888,6059311,11
50524890,130802362,3
50431287,50524889,2
50431287,50431287,1
50524889,50524889,0
50524889,50797098,3
50431287,130285156,2
130285156,130285156,0
130285156,50797098,3
130285156,130285156,0
50431288,130772943,1
130772943,130772943,0
130772943,6052475,2
50431292,50428539,8
50431292,50431292,0
50431292,6057417,3
50431292,50431292,0
296971737,130772943,6
296971737,296971737,0
6057417,6056366,3
6057417,130908289,0
50431292,345633935,6
50431292,50431292,0
50428539,50428539,0
50428539,130772943,6
50431292,50431292,0
50431292,331158709,3
346876677,24238043,0
50470683,39465798,3
50470683,50470683,1
379685264,6054046,3
379685264,50473193,1
379685264,58681088,1
39465798,39465798,0
39465798,6059974,7
50470683,51373130,7
56226936,379685264,3
56226936,56226936,0
6056724,56226937,7
296248386,296272891,4
296248386,296248386,0
296789353,50506190,1
50473179,296789353,1
296248389,121980334,4
296248389,296248389,0
121980250,296248389,3
121980250,296258451,0
50473181,296248389,1
296248389,50473178,1
296248389,296248386,0
130285125,50513894,1
50473188,296248389,0
50473188,6058063,2
131052339,292475691,3
58681089,6054217,7
58681089,58681089,0
6058151,50473187,0
6058151,6062974,5
6058574,131052339,0
6058574,58681089,7
130285147,50464889,0
130285147,6063316,8
355230036,363153498,3
355230036,363153492,0
6054321,6054321,0
50470683,50470683,1
6054046,6054046,0
6054046,6059711,3
50473193,131462989,3
50473193,50473194,1
58681088,131462989,3
58681088,58681088,0
58681088,130908079,7
131462989,6059711,3
131462989,131462989,0
50473194,130285147,1
130285147,6054217,3
130285147,130285147,0
6054217,6054217,0
6054217,130285147,7
58681089,355230036,0
130285147,6058151,3
130285147,6058574,7
130285147,130285147,0
131462989,131462989,0
131462989,50473194,7
58681088,130285147,0
130908079,363153498,0
130908079,363153492,7
363153492,6054321,3
363153492,50470683,1
296248389,50473179,1
296248389,296248389,0
6058063,6058063,0
6058063,296790100,2
56226936,131052528,7
382529648,203009037,7
131240449,131240449,0
131240449,6055158,3
131240449,6062745,8
130764285,56226936,0
130764285,382529648,7
130764285,131240449,3
130764285,130764285,0
131052528,334500091,7
371431396,50502378,7
50502440,50502439,1
6062518,385163475,0
6062518,385163479,2
50503658,130889741,0
130889741,131052528,3
130889741,130889741,0
50505142,50505142,1
121980280,50505155,1
50506190,50505144,1
6058576,297254928,0
50507958,50507958,0
117313634,6057087,7
117313634,117313634,0
50507961,50507956,0
130908172,50507958,7
6058982,50507958,5
6058982,219593344,7
130927009,132577565,0
130802363,6052466,8
130802363,297236035,1
50513886,50513886,0
50513886,274354598,3
297285721,297285721,0
297285721,50513892,0
297237153,297237151,0
297237153,297237152,7
50511273,6057544,7
50511273,130908302,0
50511187,50511187,0
50511187,296345143,3
130772958,50511185,1
6056046,50511182,8
6056046,50511183,1
6056046,130599643,0
50511182,286298162,3
50511182,50511182,0
50511183,50511183,1
50511183,296360388,2
130599643,286298162,2
